Total_Assets,Total_Liabilities,Revenue,Operating_Expenses,Net_Income,Cash_Flow_Operating,Cash_Flow_Investing,Cash_Flow_Financing,Current_Ratio,Debt_to_Equity,Gross_Margin,Return_on_Assets,Return_on_Equity,Financial_Status
-0.807979989,0.829229555,0.040290149,0.871853904,-0.414358743,-0.731063835,-0.35336733,0.34872546,0.328308856,-0.710991627,-0.391492669,-0.59029184,0.377028897,Anomaly
0.823571574,-0.740589298,-0.66707793,0.39145058,0.040037101,0.618209661,0.46960369,-0.485396537,-0.158164024,-0.792849613,-0.959433786,-0.346304483,0.85408396,Normal
-0.718597695,-0.319971757,0.976778927,0.730806139,0.299705526,-0.404691165,0.874019059,0.640853301,-0.762967506,-0.398560941,0.540669332,-0.280568203,-0.221632815,Normal
0.888625216,0.66447883,-0.78332545,-0.242649661,0.387470827,-0.122979275,0.284851668,-0.729062239,0.35156145,1.006347236,-0.621288441,-0.409471785,-1.009871221,Normal
-0.107679057,0.223742251,0.884161395,-0.870515667,-0.788558611,-0.173817665,0.932864965,0.866242122,-0.596105941,-0.812649677,-0.869742284,0.687062977,0.281291384,Normal
-0.623134136,-0.187220564,0.84699568,0.938057471,0.614618164,0.515757141,-0.837732294,-0.584430943,0.01573721,-0.574084636,0.849098554,-0.326014521,0.744431808,Anomaly
0.081798905,-0.026206249,0.061398303,-0.921097052,0.335711096,-0.068714565,-0.90286699,-0.823997019,-0.39595358,-0.456253097,0.58838326,0.616392294,0.96389704,Normal
0.735905965,0.742770416,0.465207456,0.886261553,0.7725908,0.548769089,0.216675043,-0.30721114,0.873660853,0.242343722,-0.77072039,0.960282123,-0.278348905,Normal
0.457857369,-0.295433162,-0.11933392,-0.23833603,-0.139917382,-0.886444227,0.96227874,-0.610835037,-0.554071115,0.496072744,0.558996794,0.662898603,0.651274237,Normal
0.604737369,0.773242608,0.273216907,-0.934854242,0.782582154,-0.649560947,0.007634449,0.067951239,-0.165108719,0.509316399,0.69130786,-0.294632606,0.706199531,High Risk
0.312745276,-0.803636139,-0.312531883,0.384162864,0.724239,0.072489571,-0.921899316,0.388038387,0.930095142,-0.984917126,0.812204919,0.412182102,-0.723534138,Normal
0.378924027,0.585894814,-0.392295997,0.950144358,-0.162591585,0.865982379,-0.572291732,-0.004150342,-0.370506157,0.30812151,0.099058234,0.068891339,0.264515107,Normal
0.688978301,0.728646862,0.16838468,0.921174325,-0.281425088,-0.883937554,-0.523726204,0.335514601,0.290925198,0.265677387,0.414047092,0.557888225,-0.665308863,Normal
-0.495620155,-0.614609654,0.006294014,-0.641850305,0.863350257,-0.947475764,-0.332003751,-0.256370363,-0.374561879,0.038350958,0.530063539,-0.668349076,-0.11050678,Normal
-0.021887673,-0.11314803,0.171028683,-0.602398685,0.411707377,-0.719858797,-0.938198574,-0.930948966,-0.792796574,-0.239963958,0.384912161,0.270633494,0.767136932,Normal
-0.551851048,-0.647534559,-0.421635051,0.144047063,0.8538739,0.25226761,0.836151398,0.962970244,0.256326178,0.600805111,0.302465548,0.533009979,0.584969434,High Risk
0.962583933,0.444262373,-0.259145456,0.283444927,0.581472531,-0.233512713,0.03409168,0.653401569,0.841877914,-0.310982518,0.106680983,0.508936239,0.140448026,Normal
0.876418163,0.098715035,-0.831945691,0.481789043,0.192020689,0.62217779,0.35416434,-0.839877836,-0.098845123,-0.53988968,-0.028143109,0.900687803,0.624003777,Normal
-0.911032857,0.300437732,-0.895935168,-0.602782203,-0.831933152,-0.889603973,-0.889642929,-0.087712897,0.253544017,-0.378900942,0.991322765,-0.851651547,-0.706514895,Normal
0.405200564,-0.58501109,-0.488825589,0.908318309,-0.467485278,-0.63989165,-0.916542534,0.284293828,0.21847369,-0.11846417,-0.307468817,-0.295336416,-0.621127533,Normal
0.839249722,-0.554222916,-0.851475669,0.286231159,0.938117422,-0.432042371,0.180161301,-0.605324312,-0.174910026,-0.571963401,-0.799111613,-0.042170872,-0.592837907,Normal
-0.632139403,-0.897736747,-0.791723084,0.690847258,-0.409503638,0.223334575,0.799900297,0.170134288,0.230648603,0.219108071,0.535581013,-0.365059412,0.557677607,Normal
0.133259447,-0.331624699,0.643321038,0.094568007,-0.878826382,0.340572112,0.060704285,0.081377624,-0.491087858,0.77522672,-0.551496337,-0.365009107,0.790868631,Normal
0.819965032,0.147941127,-0.923056835,-0.149763864,0.3959129,-0.78474857,0.780376977,-0.569951918,-0.250116006,0.194761373,0.077363119,-0.623762998,0.125227196,Normal
-0.921862359,0.749605484,0.331715602,0.94362296,0.450801525,0.859395352,0.642704212,-0.704177634,-0.119641583,-0.104351248,-0.784255861,0.609061017,0.926796955,Normal
0.389087398,0.36420595,-0.450173557,0.17625677,-0.479983589,-0.349759629,-0.871759227,0.532394601,0.7362844,0.599648335,0.248133118,0.793199075,0.460338885,High Risk
-0.401407923,-0.102958967,0.761939014,0.729358503,-0.454637612,0.396733036,-0.611971868,-0.341111708,-0.310409824,0.501486269,0.888538684,-0.80535265,0.126946458,Normal
0.837566025,0.94166254,-0.02029082,0.897218114,-0.099334535,0.017671768,0.326929442,-0.498339361,0.271731625,-0.264389695,0.452095197,-0.664861523,0.224129767,Normal
0.92976493,0.469768512,-0.383356862,0.357352731,-1.027126301,-0.587044778,-0.114365061,0.490190267,-0.584282416,0.212237399,-0.550095316,-0.522468306,0.706821172,High Risk
0.876827466,0.895345963,0.045772975,0.111802821,0.56559424,0.663654326,-0.429152966,0.486567816,-0.504785349,0.464907764,0.942044548,0.020617857,-0.833599924,Normal
-0.051942379,0.083057943,-0.228791062,-0.947634346,-0.414345525,0.607504992,-0.165594879,-0.433561154,0.298710745,-0.508828933,-0.367568009,0.566898378,-0.675700571,Normal
0.714362511,-0.459070456,0.140198505,-0.876719796,0.699314765,-0.239372449,-0.110866453,0.759803402,0.529861095,-0.265966239,-0.112118445,-0.826399414,-0.476335269,Normal
0.679797833,-0.874877272,-0.769952861,-0.564321088,0.593208633,0.146859745,0.84781069,0.39084807,-0.079455893,-0.789638736,0.009173176,0.268074997,0.798598293,Anomaly
-0.3584295,0.483569011,1.01578928,-0.593151662,0.300143652,-0.516698203,-0.814890949,-0.294716083,-0.337269941,0.983232142,0.980660744,-0.675631805,0.900371142,Normal
0.648906976,-0.736711267,-0.140566392,-0.459611189,-0.398188523,0.349958197,-0.451750441,-0.131123891,0.830186581,-0.829640053,-0.837326814,0.915911826,-0.29401409,Normal
-0.915812875,-0.370551369,-0.29704182,-0.362149802,-0.000925216,-0.413987296,0.079415876,0.467833619,-0.741783137,-0.663332984,0.400865642,0.775203714,0.857592634,Normal
0.189225731,0.092910337,0.435459664,-0.255063814,-0.149269509,0.659342189,0.41052096,-0.56330889,0.44543214,-0.037683173,-0.259407181,0.873565568,0.092792955,Normal
-0.534464443,0.157367766,-0.265334488,-0.137602825,-0.369122364,-0.597823188,0.271155325,-0.048510237,0.383436419,0.737157381,-0.818721653,-0.759207581,-0.056459056,Anomaly
-0.750709295,0.230341847,0.68449302,-0.762416169,0.687638488,-1.004207846,0.911860485,0.321404432,0.383587459,-0.286856738,0.870837109,-0.019941339,0.672802687,Normal
-0.836884976,-0.646010059,-0.082459,-0.872170137,-0.069008636,-0.495269111,0.611014896,0.093087601,0.881232601,0.542812568,0.190101352,-0.644829517,0.091242369,Normal
0.3868517,-0.215263066,0.454377429,0.354613606,0.655654362,-0.650647174,0.119612778,0.230866223,0.460606698,0.35673725,0.51286383,0.19749712,-0.094579301,Normal
-0.317381469,0.26385825,-0.784279252,0.089263535,-0.854000541,-0.014266775,-0.585756532,0.106527114,-0.405336691,0.281613243,-0.499113781,-0.514170829,-0.984156619,High Risk
0.443120982,0.975355938,0.710485933,-0.091749615,-0.779698363,-0.625269297,-0.099176188,-0.588043036,-0.300106132,0.696440079,0.528686272,0.527132999,-0.990375972,Normal
-0.859799055,0.486688983,0.487077958,0.277880184,0.955710026,0.497076811,0.400416779,-0.165722391,-0.223580912,-0.97379164,0.660691599,0.281993359,0.256589069,Normal
-0.365957894,0.880089084,-0.573291404,0.653227869,0.147345611,-0.549707521,0.698267212,0.078048503,-0.954905406,0.865576235,-0.123528531,0.141838199,-0.867606848,High Risk
0.0770377,0.556463589,-0.707720774,-0.123704551,-0.014510754,0.384294489,0.949135042,0.574631995,0.836760462,0.664695669,0.154796113,0.632825628,0.478423932,Normal
0.573443315,0.212452283,-0.361672177,0.290854469,0.013267528,0.12652531,0.21927246,0.32209682,-0.868145808,0.883094144,0.943493076,0.003747564,0.24593907,High Risk
-0.35911705,-0.594017379,0.973455716,0.89776165,-0.625633642,0.944541534,0.057485089,-0.132922855,0.402969808,0.593052856,0.696691737,-0.442324565,-0.087991976,Normal
0.247754443,0.363718074,-0.481997059,0.676429969,0.419051651,0.971926073,-0.99157901,0.963642241,0.464606739,0.763933401,-0.095877591,0.236892541,0.423364467,High Risk
0.761655542,0.27633853,-0.078702216,-0.126991278,-0.896411407,0.7103903,-0.879494353,-0.771064993,0.695093348,-0.594034904,0.33745207,0.888045666,0.998000094,Normal
0.227939883,0.234147212,-0.940972728,0.297841993,0.117371112,0.490644478,-0.706432974,-0.572875083,0.105749035,-0.360539297,0.57343559,0.199053219,-0.516781835,Anomaly
-0.528634319,0.00678389,-0.197891665,-0.610511851,0.112069369,-0.258661297,-0.915214869,-0.303626997,0.454667892,-0.368596591,-0.925211185,0.254149044,0.113500655,Anomaly
-0.940722583,0.085214141,0.154402061,0.134302584,0.824704186,0.477190761,-0.20220429,-0.529303024,-0.402986775,-0.782822543,0.187158239,0.844852004,0.693273709,Normal
0.730280692,-0.306655434,0.927022221,0.951674941,0.019548372,0.885214602,-0.334019741,0.265123119,0.495911624,0.464377845,0.96845284,0.032790041,-0.982307756,Anomaly
-0.946909816,0.066360746,0.043945884,0.052319715,-0.787920156,-0.98700785,0.284992808,-0.907672593,-0.320390437,-0.728536754,0.89479682,0.96411645,-0.603704004,Normal
0.739375299,-0.582854271,0.655824708,0.847387682,0.116187355,0.045168365,0.075502269,-0.631662038,0.815099274,-0.896719917,0.668511109,-0.655640585,0.040274349,Normal
0.056183884,0.643149548,0.105446351,-0.16324784,-0.882825594,-0.596593092,0.199738492,-0.399640688,-0.685814756,0.556584411,-0.763720633,0.074924364,0.103743769,Normal
0.866555247,-0.606620893,-0.919189093,0.985699001,-0.649445446,0.085211938,-0.055701764,0.381030809,-0.376530197,0.816344839,0.987213645,-0.5525757,-0.84140483,Normal
0.589369099,-0.81002856,-0.36427063,0.170621226,-1.007786998,-0.09819771,-0.455857471,0.766401946,-0.005060846,0.533821006,0.228913059,-0.087136389,-0.190030351,Normal
0.982868584,-0.101244505,0.162960866,-0.872350659,-0.007198242,0.121104335,0.934897814,0.611521921,0.557345222,0.656907925,-0.533581523,-0.634516325,0.037892984,Normal
-0.295969082,0.34681319,0.921901202,0.185256721,-0.896926053,0.071342066,-0.850014005,-0.622365709,0.50243747,0.19508614,0.356571792,-0.533937008,-0.158493452,Normal
0.526941077,-0.098276846,0.736815358,-0.421124736,-0.098294087,0.892098293,0.906191604,0.144946823,-0.589736286,0.782337338,0.716006878,-0.556642618,0.404686402,Normal
-0.194765967,-0.423054447,-0.53962104,-0.891362201,0.86362629,0.073797219,-0.386841965,-0.926745238,-0.724676623,-0.003766736,-0.751663525,-0.345181977,0.548245314,Anomaly
-0.040756089,0.144766291,-0.556307217,0.63996887,0.421246008,0.663661879,0.028112214,-0.365231887,-0.400456324,0.984523423,0.834167794,-0.7041484,-0.082855396,Anomaly
0.250943695,-0.281313261,-0.594627872,-0.418877497,-0.911702816,-0.392335277,-0.803799241,0.626518925,-0.035538188,-0.794385054,0.841595207,0.60207392,-0.153048643,Normal
0.737350888,0.900798824,0.865047991,0.592759405,-0.60707997,-0.155061402,-0.881900562,-0.07272131,0.07660745,0.624398734,-0.946637508,-0.537524565,0.414357559,High Risk
0.955501292,0.880172583,0.723734383,-0.394620953,0.32558535,-0.090241025,-0.143115808,-0.68670051,-0.146396289,0.287091926,0.802378565,-0.158294916,0.109943834,High Risk
0.52908516,0.032178813,0.566333192,-0.576994958,0.78426735,-0.474767495,0.499951224,-0.108977296,0.328469436,0.164981031,0.894081457,-0.933645042,0.749229559,Normal
-0.163476092,-0.319888716,-0.206982521,0.937315352,-1.004031037,-0.27203379,-0.473105469,-0.590434139,-0.149600553,0.456801669,-0.898857307,-0.761690049,-0.040489125,Normal
-0.156382225,0.505859896,0.018943605,-0.25199515,0.613587724,0.16673045,0.13047171,-0.199779588,0.903374289,0.686940077,-0.393049466,0.770361007,0.148538104,Normal
0.468443012,-0.907390289,-0.062099509,0.213657307,0.093486899,0.12996934,-0.453976196,-0.010331894,-0.487737217,0.732357311,-0.237365118,0.655926788,-0.75524644,Normal
-0.517139262,-0.023515929,-0.488945026,0.230372177,0.060860808,0.2428036,-0.227440993,-0.287121733,0.255970744,-0.64971369,-0.285124895,0.663210118,0.679360253,Normal
-0.770651467,-0.302860371,0.020253567,0.134207984,0.915230526,-0.328147118,0.839352021,0.888715748,0.223506513,-0.60618123,0.52368156,-0.168391743,-0.159880134,Normal
-0.28824269,0.875916698,-0.940008842,0.822248106,0.479106821,-0.400336908,0.735096711,0.139190928,-0.445912393,-0.969778688,-0.266953472,-0.690740827,0.442148552,Normal
-0.421384165,-0.957247975,-0.734990084,0.355578244,0.691752565,0.193019061,0.035026143,0.70040051,-0.181815403,-0.737238103,0.91333146,-0.755857231,-0.145293278,Normal
-0.403464597,0.133958762,0.792381896,-0.17024419,-0.337759751,-0.767379462,-0.537502729,0.53593017,-0.275618395,-0.471801187,0.989089507,0.207655114,-1.014486709,Normal
-0.527353398,0.512984801,0.519378233,0.72063093,0.078027634,-0.52631541,-0.630046363,0.336633522,-0.667308991,0.447203187,-0.348375104,0.638567689,-0.204269623,Anomaly
-0.905764397,-0.002836357,-0.146004756,-0.602757848,0.204695978,-0.949394489,0.93749775,0.007794316,-0.048648236,-0.045853821,0.030243166,0.777799853,-0.717317803,Normal
-0.953618891,-0.809147341,0.044784297,0.102669826,-0.405017571,-0.888244485,-0.610407994,-0.98249112,-0.232610713,0.521317467,0.12669164,-0.405774984,-0.207911299,Anomaly
0.962691385,0.980687814,-0.252991575,0.891892015,0.110988917,-0.545670105,0.636888602,0.24115362,-0.655499281,-0.024206488,0.169481493,-0.343255312,-0.364663195,Normal
-0.143704679,0.063733148,0.497321184,0.260316429,-0.581254002,-0.99472764,-0.26790741,-0.274311986,-0.104294241,0.114626401,-0.235192813,-0.769443101,-0.605653383,Normal
-0.229549996,0.257788984,0.585160264,0.632422943,-0.774820014,-0.541603257,1.002540534,-0.751114468,-0.161200538,-0.779003339,-0.645826298,0.534448382,-0.765456577,Anomaly
0.353970002,-0.504054493,0.542862978,0.315020331,-0.296309996,0.279997334,-0.269585306,-0.09682103,-0.750799576,0.558818661,-0.865589507,-0.431021765,0.461416011,Normal
-0.557690886,-0.005903094,0.460556114,0.675937314,0.461769278,-0.911321386,-0.303863699,0.485536185,-0.751161148,0.521765751,-0.763455235,-0.033699599,0.51476621,Normal
0.888079536,-0.115563322,-0.587886505,0.880116251,0.828851766,-0.157797647,0.28521833,0.938176165,0.296840337,-0.383994143,0.804295729,0.833520463,-0.478967328,High Risk
0.564792588,-0.830347902,-0.317805303,-0.424331571,-0.122532095,0.797818453,0.952803235,-0.237985727,0.416744769,-0.341745205,-0.420248098,0.491482947,-0.011999379,Normal
-0.812269779,-0.76726488,-0.050942,-0.624904701,0.261591471,0.553436102,0.983072005,0.099542678,0.892923926,-0.560657482,-0.821684494,-0.862634834,-0.07512781,Normal
-0.163843619,0.708318107,-0.332328662,-0.014351815,-0.858527076,-0.421187555,0.428895526,0.717118371,-0.840841401,0.633764548,0.256506575,-0.948943562,-0.295886438,Normal
0.748102067,-0.49757727,0.525976048,0.408841392,0.804524398,0.821282352,0.52654515,-0.318266024,-0.77820973,0.499412024,-0.824673951,0.55961145,-0.453326535,Anomaly
0.877747307,-0.588095569,-0.335241569,-0.513158289,0.107577613,-0.372623619,0.132643656,-0.702081952,-0.912261414,0.222277255,-0.835036078,0.104854111,-0.639156931,Normal
-0.06540351,0.037303078,-0.721995099,-0.946487167,0.546949835,-0.888435773,0.528954187,-0.422591328,0.062852601,-0.522179488,0.252642739,0.429763959,0.754206056,Normal
0.223095407,0.569649535,-0.194223034,-0.288337802,0.576215068,0.960200795,0.743213602,0.81295806,0.246582111,-0.656805201,0.193132408,-0.661151548,0.673913972,Anomaly
-0.658895668,-0.856476007,0.981234128,0.927455284,-0.540114565,0.711386181,-0.026616937,-0.667780592,-0.198386652,-0.901223568,-0.89139173,0.723465714,-0.170251778,Normal
0.969500756,0.18237,-0.544627836,0.395448633,0.025756372,-0.099229423,0.248957596,-0.327831005,0.602104642,-0.910586166,-0.06505718,0.5323483,0.446485616,High Risk
-0.531178812,-0.740933457,0.23704318,-0.174920626,0.92076396,0.302866464,0.078904719,-0.056758326,0.376390511,-0.62608254,-0.113788227,0.759843299,-0.00562582,Normal
0.873795044,-0.907898538,-0.125556995,-0.580394651,-0.886338968,0.31259882,0.130724536,0.708848907,0.983572675,-0.800179695,0.104964965,-0.304402781,-0.843331994,Normal
0.294692161,-0.875044207,-0.857996301,-0.262786433,0.345065435,-0.643767009,0.80556951,0.890205702,-0.737546702,0.115652084,0.481953639,-0.430992873,0.651757692,Normal
0.211883054,0.70164266,-0.014454105,-0.62455827,0.924466641,-0.632600646,-0.295416829,-0.134485477,-0.899073024,-0.282417838,-0.415465538,-0.670993425,-0.571726814,Normal
0.024078452,-0.743431312,0.419178743,-0.747965743,-0.448609139,-0.091911591,-0.599144493,0.878677272,-0.45965588,-0.107813999,-0.119681078,0.835826511,0.417306812,Normal
-0.533158432,-0.890363921,0.036830764,0.806799505,0.71526164,0.794737901,-0.088039488,-0.663645047,-0.978772208,0.191961177,0.590221021,-0.622406713,0.053337102,Normal
-0.640136433,-0.097907477,0.763073006,0.98337883,0.865104829,-1.013856137,-0.599348105,-0.672866619,0.875530992,0.322698597,0.846233933,-0.733744024,0.384286264,Normal
-0.553280073,0.721475561,-0.417028454,-0.635678478,0.47794807,0.53582479,-0.001267042,0.913300725,-0.400492749,0.300786537,0.784636754,-0.591724655,-0.060659646,Normal
-0.620554945,-0.452000161,-0.827187778,-0.848549377,-0.592308272,-0.91850356,0.833298981,0.033399207,0.103857126,-0.477884094,-0.031228552,0.528586362,0.408672374,High Risk
0.551434528,-0.130568851,0.89351341,-0.313985224,-0.379251342,-0.074576672,0.243954121,-0.614705287,-0.371836756,0.625295947,0.054037318,0.757307894,-0.949976712,Normal
-0.29712805,-0.900914238,-0.23640318,-0.05772858,-0.998032489,0.245687243,0.734258716,-0.010017827,-0.518508724,0.842571906,0.070287185,0.605115761,-0.93366602,Normal
-0.874645201,-0.075352141,0.164693157,-0.556609713,0.65301925,0.34375483,-0.685654874,0.580934266,-0.70817671,-0.367154552,0.740051422,0.125642396,0.801771239,Normal
0.925900857,0.18399459,0.600976622,-0.368967082,0.690699068,-0.916592858,0.827871597,0.668428272,-0.36717586,-0.967971636,0.68330053,0.959328566,0.504285904,Normal
0.757324669,0.170463707,-0.345440236,-0.564283173,0.24060506,-0.194173086,0.211720921,0.742590123,0.231708726,0.805270263,-0.358800596,-0.831435575,0.664085491,Anomaly
0.844197273,-0.310722824,0.44750958,0.549467297,-0.340805433,0.137290336,-0.962597672,0.153284315,0.954711175,0.854310034,-0.652026387,0.71406466,-0.090312985,Anomaly
0.976888984,-0.344809195,-0.727687968,0.429655175,-0.912949226,-0.901414696,0.276267829,0.748548786,0.115349327,-0.899861427,-0.22579437,-0.136719591,-0.08410249,High Risk
-0.645338513,-0.76633014,-0.412259372,0.278873865,0.490339406,-0.762900385,0.931955239,0.034099963,0.063828172,-0.992313716,-0.404408969,-0.083659554,0.066738148,Anomaly
-0.206006577,-0.241370511,-0.7088851,-0.202323155,0.435283697,0.297394951,-0.864933643,0.228327143,-0.94586419,0.638921121,0.901896731,-0.717719318,-0.522248347,Anomaly
0.509257263,-0.780714363,0.639885273,0.811264237,0.821413258,0.012517232,0.171896881,0.531909207,0.687753692,-0.396253282,-0.448764151,-0.900007195,0.471439862,Normal
0.386321851,0.565309043,-0.551168474,0.928762917,0.443596245,-0.709271005,0.857959512,-0.135236159,-0.926422497,0.836284762,-0.61582353,-0.351769864,0.666087479,Normal
-0.68485494,0.968203996,0.450016857,-0.617177397,0.64729548,0.039801509,-1.008053198,-0.839552228,0.821987839,-0.566563427,0.800721837,-0.62623141,0.823850732,Normal
0.623057742,0.975871651,0.907137882,-0.521274811,0.475599889,0.796983115,0.271723168,-0.285904193,0.075930894,0.728880637,-0.8026421,-0.029035466,0.032312501,Normal
-0.545466702,0.764004306,0.066278677,0.066530119,0.236406853,-1.002634794,-0.049675762,0.262124969,-0.675493876,-0.864283905,-0.4599061,-0.679513146,-0.175532019,Normal
-0.546697594,0.230763454,0.09108192,-0.777209014,-0.186336984,0.255237826,-0.313190444,-0.601845108,-0.100585179,-0.478325831,-0.107195534,-0.697715988,0.669087449,Normal
0.072064653,0.432683826,-0.068773703,-0.106697918,0.799655248,-0.886159054,0.264767341,-0.689815118,1.002132853,0.953979813,0.200453316,0.733011887,0.510314412,Normal
0.182646141,-0.406001344,-0.34225007,0.175615573,0.278493032,-1.020966169,-0.919454237,-0.400174535,-0.398196707,-0.537508745,-0.326969269,0.818802598,0.742806565,Normal
0.157248638,0.291251202,-0.039185696,0.059620127,-0.245708215,-0.731686715,0.523365744,-0.922563992,-0.47050275,-0.734885022,0.005459559,0.901894261,0.313673055,Normal
-0.808168165,-0.062093634,0.218120231,-0.311698099,-0.899132563,-0.185541116,-1.018798091,0.501288946,-0.777916629,0.720638579,-0.581065253,0.352653333,0.775345409,Normal
0.744827144,-0.008890823,0.993531833,0.099191087,-0.469095186,0.575621114,-0.395705179,-0.468963847,0.194611789,-0.765465727,0.159366876,0.527879329,-0.835910578,High Risk
-0.464140268,0.547513997,0.895939602,0.907917918,0.055954013,-0.468634156,0.010183481,-0.738150809,-0.836330665,-0.806364156,-0.168912952,0.65326406,0.362015545,Normal
-0.733028995,-0.412634491,0.742931892,-0.554286302,-0.500366084,0.221214455,-0.251319327,0.412625385,0.537367397,-0.352104043,0.701681382,0.31087591,-0.836410784,Normal
0.767129402,-0.33975192,0.797523744,0.317488404,-0.613252322,-0.20911194,-0.394592325,0.700471248,0.848356841,0.274907826,-0.15329875,-0.32541304,0.502690672,Normal
0.89932295,0.884201266,-0.054981617,-0.870160219,0.022060721,-0.563827647,0.683584754,-0.947056884,0.874028333,0.426518555,-0.097918069,-0.661980739,0.258318386,Anomaly
0.714530395,-0.868021851,0.328683303,-0.825446811,-0.719944304,-0.002309491,0.897830805,-0.519238943,-0.798396105,0.769255358,0.194670187,-0.505393091,-0.984098769,High Risk
0.610575969,-0.001592814,0.809536218,0.117415465,0.588601137,0.56583268,0.771917164,0.905256787,0.115695516,0.085103634,-0.730280927,0.662225905,0.199118114,Anomaly
0.3057479,0.860309465,-0.20654613,-0.750620302,-0.067221804,0.636099611,0.048239208,-0.215667957,-0.820330419,-0.211399493,-0.663966832,0.382843267,-0.719797531,Normal
0.099495779,0.250074764,0.944501815,-0.911047484,0.118489725,0.664238499,0.793448374,0.891964781,0.143611806,-0.280922929,0.585280894,-0.082355892,-0.727644928,Normal
-0.817059806,0.121029615,-0.160336601,-0.621307544,-0.766503795,-0.354747264,0.869049002,-0.437943176,0.636769495,0.70023041,-0.433966866,-0.907804793,-0.711311504,High Risk
-0.181878645,-0.477552962,0.214629789,0.142707308,-0.39880801,0.557791664,-0.18495055,-0.550330073,0.074141539,0.452790723,0.377137909,-0.449385501,-0.03505766,Normal
-0.252545618,-0.288832992,0.434639832,0.411713279,-0.22135808,-0.608267876,-0.444096903,-0.558255367,0.752614049,0.817884397,-0.781050213,0.446341216,-0.78219623,Normal
-0.475691811,0.73772818,0.92189725,-0.561160133,0.604792767,0.447397974,-0.825589256,-0.81623774,0.60976114,0.935699522,0.647618609,0.027199428,-0.76163541,Normal
0.440460139,0.146878738,-0.506715953,0.343571059,0.525827823,0.868582396,-0.041044669,0.807572325,-0.456114684,-0.399092834,0.975748827,-0.121583515,-0.496878852,High Risk
-0.009141682,0.057138761,0.508149698,-0.600012403,-0.609637211,-1.00633341,0.921448609,0.974522021,0.261512298,0.062513344,-0.236214486,-0.357478682,-1.014799125,Normal
-0.828797646,-0.780542767,0.052201248,0.237123819,0.20630088,-0.150521273,0.127504409,0.923825793,-1.002394608,0.267856382,0.023792931,0.210228127,-0.457074193,High Risk
-0.553878781,-0.949126392,-0.458269191,-0.154264723,-0.567141198,0.265543226,0.347224469,0.718687239,-0.213572319,-0.672896226,-0.100094221,0.906093566,0.23795919,Normal
0.361105877,0.962979899,0.569820682,0.315484144,0.978384484,0.373878367,-0.795473319,0.708397886,-0.534439143,-0.895035571,0.790286539,0.779753486,0.203803307,Anomaly
-0.838509831,-0.220814292,0.115755865,0.978333288,0.903424572,-0.680666848,-0.732360134,0.336471698,0.884674861,0.742167151,-0.953599946,-0.905689126,0.950251625,Normal
0.692952327,0.235648177,0.33582559,0.867158689,0.096497557,0.916323569,-0.071160701,0.667013743,-0.194600028,0.074272236,0.315532466,-0.033652454,-0.773859057,Normal
-0.010582514,-0.820624044,-0.348298765,-0.946136939,0.377961538,0.20033602,0.931682981,-0.569797433,0.310149522,0.145135884,0.313380748,-0.326911051,0.739354122,Normal
-0.039351319,0.396866453,-0.027815242,0.765419449,0.590718415,-0.704231981,-0.284770573,-0.210346371,0.468302116,0.113253166,-0.219068436,0.023748549,-0.22297427,Normal
0.181594673,0.900191528,0.247556986,-0.825302315,0.423812938,-0.99273519,0.77968657,0.295938334,0.551990698,0.515401564,-0.540631207,0.20883788,-0.231399985,Normal
0.640540069,0.180064419,-0.182343763,0.896740653,0.379883341,0.537346488,-0.780218674,0.764212954,0.47600215,-0.709778764,-0.500499722,-0.577496077,-0.308943874,High Risk
-0.301704304,-0.727001345,-0.600294819,-0.407036565,0.916767823,-0.874013945,0.24309647,0.335238623,-0.430505883,0.23212902,0.605448901,0.548306083,-0.763500129,Normal
0.350747074,0.192284284,0.944254964,-0.212390649,0.165373461,-0.750951747,0.209301966,0.692652385,0.375108236,-0.058494431,-0.842825786,-0.045046709,-0.045846878,Normal
0.128886284,0.564807172,0.033284533,-0.776456071,0.24805962,0.119221568,0.743409508,-0.038123817,0.096913982,0.800855642,0.138757895,0.95569257,0.580731408,Normal
-0.461318253,-0.161432055,0.4834403,-0.736375585,0.689988474,0.176745395,-1.021193529,0.449005457,0.195079273,0.042303675,-0.368053807,-0.916085968,0.759358257,Anomaly
0.7471372,0.793799264,-0.16992618,0.457164604,0.31775895,0.344011304,-0.636746343,0.97481384,-1.015785918,0.89328173,-0.450081289,-0.59745304,0.936711987,Anomaly
0.586687398,0.327393674,-0.283076698,0.879813928,0.448577766,-0.244503552,-0.575445823,-0.679599906,-0.493240377,-0.292141812,0.024202279,0.370322967,0.576500805,Normal
0.312090206,0.832965565,-0.17778361,0.231861999,-0.586414173,0.518558967,0.929007495,0.868601856,0.871618175,0.941447405,0.797531763,0.381067096,0.247461008,Anomaly
0.691717033,0.276592249,-0.173670954,0.436010837,-0.301919724,0.920687332,-0.7114006,0.058788769,-0.428656733,0.7570312,0.245782422,0.162327028,-0.007245254,Normal
0.724738977,-0.716564388,0.099481734,0.525593643,-0.766673792,-0.490079713,-0.951879828,0.300705927,-0.128376286,0.172252645,0.58207196,0.916885507,0.758272643,Normal
0.410708948,-0.356595644,0.098044479,-0.443964253,-0.02281999,0.376391612,0.073022695,0.77041366,-0.638537407,-0.291223238,0.211450851,-0.160722506,0.48363397,Normal
